gid	gid_v3	symbol	note
Zm00001d003990	AC202435.3_FG003	pap4	purple acid phosphatase4
Zm00001d004007	GRMZM2G173521	bhlh101	bHLH-transcription factor 101
Zm00001d004010	GRMZM2G019993	pebp21	phosphatidylethanolamine-binding protein21
Zm00001d004019	GRMZM2G026793	sacd5	stearoyl-acyl-carrier-protein desaturase5
Zm00001d004021	GRMZM2G027219	vde1	violaxanthin de-epoxidase1
Zm00001d004046	GRMZM2G126856	hagtf12	GNAT-transcription factor 12
Zm00001d004075	GRMZM2G157027	pap21	purple acid phosphatase21
Zm00001d004086	GRMZM2G102583	wrky105	WRKY-transcription factor 105
Zm00001d004095	GRMZM2G042893	bhlh144	bHLH-transcription factor 144
Zm00001d004125	GRMZM5G858094	acc2	acetyl-CoA carboxylase2
Zm00001d004136	GRMZM2G084863	umc1949	NA
Zm00001d004138	GRMZM2G085086	umc1635	NA
Zm00001d004139	GRMZM2G049141	upl2	ubiquitin-protein ligase2
Zm00001d004198	GRMZM5G806387	gl14	glossy14
Zm00001d004230	GRMZM2G438260	hb96	Homeobox-transcription factor 96
Zm00001d004234	GRMZM2G060444	hb57	Homeobox-transcription factor 57
Zm00001d004277	GRMZM2G171830	zim8	ZIM-transcription factor 8
Zm00001d004293	GRMZM2G023254	IDP723	NA
Zm00001d004301	GRMZM2G045473	pht3	phosphate transporter protein3
Zm00001d004305	GRMZM2G170208	pht13	phosphate transporter protein13
Zm00001d004306	GRMZM2G009779	pht8	phosphate transporter protein8
Zm00001d004308	GRMZM2G009800	pht12	phosphate transporter protein12
Zm00001d004310	GRMZM2G152089	IDP183	NA
Zm00001d004322	GRMZM5G896902	umc1581	NA
Zm00001d004326	GRMZM2G064698	cl4283_2a	NA
Zm00001d004344	GRMZM2G050131	AY104386	NA
Zm00001d004357	GRMZM2G019819	prh10	protein phosphatase homolog10
Zm00001d004358	GRMZM2G109879	abi28	ABI3-VP1-transcription factor 28
Zm00001d004361	GRMZM2G365957	mrpa9	multidrug resistance associated protein9
Zm00001d004372	GRMZM2G089010	etr40	ethylene receptor homolog40
Zm00001d004383	GRMZM2G149708	lug6	leunig-related6
Zm00001d004410	GRMZM2G325762	phm4880	NA
Zm00001d004438	GRMZM2G158043	zpu1	pullulanase-type starch debranching enzyme1
Zm00001d004467	GRMZM2G141383	yuc4	Yucca4
Zm00001d004472	GRMZM2G069773	phm13360	NA
Zm00001d004477	GRMZM2G021223	asrp2	arginine/serine-rich splicing factor2
Zm00001d004482	GRMZM2G319454	IDP592	NA
Zm00001d004491	GRMZM2G359974	GRMZM2G359974	NA
Zm00001d004509	GRMZM2G010356	tps17	terpene synthase17
Zm00001d004512	GRMZM2G050590	e2f5	E2F-DP-transcription factor 25
Zm00001d004521	GRMZM2G119261	mybr114	MYB-related-transcription factor 114
Zm00001d004541	GRMZM2G147623	c3h10	C3H-transcription factor 310
Zm00001d004561	GRMZM2G165629	ucp2	uncoupling protein2
Zm00001d004564	GRMZM2G467338	aco8	aconitase8
Zm00001d004586	GRMZM2G104013	expb16	beta expansin16
Zm00001d004611	GRMZM2G162056	hagtf13	GNAT-transcription factor 13
Zm00001d004630	GRMZM2G075215	pebp17	phosphatidylethanolamine-binding protein17
Zm00001d004651	GRMZM2G100794	c3h19	C3H-transcription factor 319
Zm00001d004664	GRMZM2G164074	cyp27	cytochrome P-450 27
Zm00001d004681	GRMZM2G147152	mybr73	MYB-related-transcription factor 73
Zm00001d004689	GRMZM2G085924	hsbp1	herbicide safener binding protein1
Zm00001d004697	GRMZM5G825707	iaa6	Aux/IAA-transcription factor 6
Zm00001d004707	GRMZM2G090086	tha1	thylakoid assembly1
Zm00001d004728	GRMZM2G025205	grp4	glycine rich protein4
Zm00001d004731	GRMZM2G118800	aldh13	aldehyde dehydrogenase13
Zm00001d004744	GRMZM2G124715	myb64	MYB-transcription factor 64
Zm00001d004754	GRMZM2G159503	GRMZM2G159503	NA
Zm00001d004779	GRMZM2G174919	rpl7	ribosomal protein L7
Zm00001d004785	GRMZM2G472770	AW681281	NA
Zm00001d004791	GRMZM2G416524	tcptf41	TCP-transcription factor 41
Zm00001d004804	GRMZM2G115451	invan5	invertase alkaline neutral5
Zm00001d004810	GRMZM2G133716	fha6	FHA-transcription factor 6
Zm00001d004812	GRMZM2G047486	cdpk11	calcium dependent protein kinase11
Zm00001d004843	GRMZM5G854138	aasr2	abscisic acid stress ripening2
Zm00001d004856	GRMZM2G125352	atg13f	autophagy13f
Zm00001d004857	GRMZM5G821024	bzip23	bZIP-transcription factor 23
Zm00001d004875	GRMZM2G135446	TIDP3698	NA
Zm00001d004881	GRMZM2G032478	ofp10	OVATE-transcription factor 10
Zm00001d004882	GRMZM2G130131	ofp11	OVATE-transcription factor 11
Zm00001d004889	GRMZM2G069028	ns1	narrow sheath1
Zm00001d004894	GRMZM2G113033	ssu2	ribulose bisphosphate carboxylase small subunit2
Zm00001d004916	GRMZM2G116812	IDP750	NA
Zm00001d004921	GRMZM2G127418	bx14	benzoxazinone synthesis14
Zm00001d004925	GRMZM2G403562	ddt1	DDT-transcription factor 1
Zm00001d004933	GRMZM2G145651	mmc0401	NA
Zm00001d004956	GRMZM2G469969	gldh1	galactono lactone dehydrogenase1
Zm00001d004966	GRMZM2G026556	traf8	TNF receptor-associated factor 8
Zm00001d004972	NA	umc2252	NA
Zm00001d004979	GRMZM2G123660	pco061840b	NA
Zm00001d004986	GRMZM2G101867	umc2110	NA
Zm00001d004997	GRMZM2G064896	ccr2	ubiquinol-cytochrome c reductase2
Zm00001d004998	GRMZM2G365815	cdpk2	calcium dependent protein kinase2
Zm00001d005001	GRMZM2G141081	tom3	transporter of mugineic acid3
Zm00001d005002	GRMZM2G115658	umc1028	NA
Zm00001d005003	GRMZM2G115628	cal4	calmodulin4
Zm00001d005005	GRMZM2G025002	gata1	C2C2-GATA-transcription factor 1
Zm00001d005007	GRMZM2G147443	vq15	VQ motif-transcription factor15
Zm00001d005016	GRMZM2G124524	wri1	WRI1 transcription factor1
Zm00001d005028	GRMZM2G018436	nactf126	NAC-transcription factor 126
Zm00001d005029	GRMZM2G015080	gras37	GRAS-transcription factor 37
Zm00001d005055	GRMZM2G032180	mybr4	MYB-related-transcription factor 4
Zm00001d005056	GRMZM2G400559	wrky23	WRKY-transcription factor 23
Zm00001d005057	GRMZM2G099593	wrky24	WRKY-transcription factor 24
Zm00001d005065	GRMZM2G444808	cl26752_1	NA
Zm00001d005072	GRMZM2G452717	umc255a	NA
Zm00001d005080	GRMZM5G890665	mate5	multidrug and toxic compound extrusion5
Zm00001d005087	GRMZM5G846506	glk35	G2-like-transcription factor 35
Zm00001d005100	GRMZM2G146283	pbf1	prolamin-box binding factor1
Zm00001d005108	GRMZM2G180704	snrk1a2	SNF1-related kinase alpha1-like2
Zm00001d005127	GRMZM2G021299	upl9	ubiquitin-protein ligase9
Zm00001d005135	AC217842.3_FG001	ptk4	protein kinase homolog4
Zm00001d005146	GRMZM2G164440	csu337	NA
Zm00001d005151	GRMZM2G052935	ask2	aspartate kinase2
Zm00001d005160	GRMZM2G166230	bbr2	BBR/BPC-transcription factor 2
Zm00001d005164	GRMZM2G365035	cdpk33	calcium dependent protein kinase33
Zm00001d005168	GRMZM5G831712	parp2	poly(ADP-ribose) polymerase2
Zm00001d005185	GRMZM2G047316	alf19	Alfin-like-transcription factor 19
Zm00001d005189	GRMZM2G455491	hma4	heavy metal ATPase4
Zm00001d005190	GRMZM2G175576	hma3	heavy metal ATPase3
Zm00001d005208	GRMZM2G162739	nactf5	NAC-transcription factor 5
Zm00001d005228	GRMZM2G163769	pza02939	NA
Zm00001d005230	GRMZM2G304548	hfi1	corn-activated Hageman factor inhibitor1
Zm00001d005239	GRMZM2G018046	ipt9	isopentenyl transferase9
Zm00001d005240	GRMZM2G150608	fha7	FHA-transcription factor 7
Zm00001d005244	GRMZM2G171370	bzip86	bZIP-transcription factor 86
Zm00001d005250	GRMZM2G018241	cesa9	cellulose synthase9
Zm00001d005253	GRMZM2G124103	GRMZM2G124103	NA
Zm00001d005256	GRMZM2G068212	sfp7	sulfate transporter7
Zm00001d005293	GRMZM2G161382	cyc11	cyclin11
Zm00001d005295	GRMZM5G874167	IDP825	NA
Zm00001d005297	GRMZM2G083972	umc1658	NA
Zm00001d005300	GRMZM2G087955	myb139	MYB-transcription factor 139
Zm00001d005307	GRMZM2G090837	myb113	MYB-transcription factor 113
Zm00001d005328	GRMZM2G085939	GRMZM2G085939	NA
Zm00001d005333	GRMZM2G386138	GRMZM2G386138	NA
Zm00001d005335	GRMZM2G047727	GRMZM2G047727	NA
Zm00001d005344	GRMZM2G014154	hp2	histidine-containing phosphotransfer protein2
Zm00001d005346	GRMZM2G085153	GRMZM2G085153	NA
Zm00001d005347	GRMZM2G084881	dar1	monodehydroascorbate reductase homolog1
Zm00001d005394	GRMZM5G872070	umc2253	NA
Zm00001d005421	GRMZM2G092125	pip2b	plasma membrane intrinsic protein2
Zm00001d005439	GRMZM2G333478	yuc9	yucca9
Zm00001d005445	GRMZM2G025924	sdg137	NA
Zm00001d005454	GRMZM2G173809	umc2194	NA
Zm00001d005459	GRMZM2G008216	cda2	cytidine deaminase2
Zm00001d005464	GRMZM2G482245	pmei13	pectin methylesterase inhibitor13
Zm00001d005484	GRMZM2G145944	pld12	phospholipase D12
Zm00001d005485	GRMZM2G134955	phb1	prohibitin1
Zm00001d005489	GRMZM2G176977	IDP866	NA
Zm00001d005490	GRMZM2G035490	pmei41	pectin methylesterase inhibitor41
Zm00001d005495	GRMZM2G029486	ras11A1	ras related protein11A1
Zm00001d005504	GRMZM2G019119	ras11E2	ras-related protein11E2
Zm00001d005513	GRMZM2G030312	pza00515	NA
Zm00001d005535	GRMZM2G104546	akh2	aspartate kinase homoserine dehydrogenase2
Zm00001d005539	GRMZM2G047095	pza00495	NA
Zm00001d005542	GRMZM2G047404	ppt1	plastid phosphate/phosphoenolpyruvate translocator1
Zm00001d005546	GRMZM2G106213	agp1	ADP glucose pyrophosphorylase small subunit embryo 1
Zm00001d005563	GRMZM2G033694	sdg110b	NA
Zm00001d005570	GRMZM2G078959	IDP2141	NA
Zm00001d005578	AC203957.3_FG004	bzip40	bZIP-transcription factor 40
Zm00001d005581	GRMZM2G398089	umc1755	NA
Zm00001d005584	GRMZM2G111204	hb131	Homeobox-transcription factor 131
Zm00001d005590	GRMZM2G100484	nbcs5	nucleobase:cation symporter5
Zm00001d005609	GRMZM2G082487	prh7	protein phosphatase homolog7
Zm00001d005622	GRMZM2G163418	wrky38	WRKY-transcription factor 38
Zm00001d005636	GRMZM2G098076	umc1004	NA
Zm00001d005648	GRMZM2G150762	hir2	hypersensitive induced response2
Zm00001d005649	GRMZM2G150616	vdac1a	voltage-dependent anion channel protein1a
Zm00001d005650	GRMZM2G300955	sdg119	set domain gene119
Zm00001d005658	GRMZM2G140078	trpp2	trehalose-6-phosphate phosphatase2
Zm00001d005671	GRMZM2G163426	tlc5	TRAM/LAG/CRN8 5
Zm00001d005675	GRMZM2G039155	emp2	empty pericarp 2
Zm00001d005687	GRMZM2G527891	trps5	trehalose-6-phosphate synthase5
Zm00001d005692	GRMZM2G002915	hb34	Homeobox-transcription factor 34
Zm00001d005694	GRMZM2G119906	prin2	plastid redox insensitive2
Zm00001d005696	GRMZM2G098828	mkkk16	MAP kinase kinase kinase16
Zm00001d005726	GRMZM2G114681	zim15	ZIM-transcription factor 15
Zm00001d005737	GRMZM2G110242	wab1	Wavy auricles in blades1
Zm00001d005740	GRMZM2G176141	bhlh138	bHLH-transcription factor 138
Zm00001d005748	GRMZM2G330049	cipk9	calcineurin B-like-interacting protein kinase9
Zm00001d005749	GRMZM2G057011	wrky55	WRKY-transcription factor 55
Zm00001d005757	GRMZM2G051955	zhd20	ZF-HD-transcription factor 20
Zm00001d005760	AC165178.2_FG004	myb35	MYB-transcription factor 35
Zm00001d005763	GRMZM2G088440	tcptf37	TCP-transcription factor 37
Zm00001d005770	GRMZM2G159125	pld8	phospholipase D8
Zm00001d005784	GRMZM2G115859	myb111	MYB-transcription factor 111
Zm00001d005789	GRMZM2G057852	his2b3	histone 2B3
Zm00001d005792	GRMZM2G060400	pme4	pectin methylesterase4
Zm00001d005793	GRMZM2G060429	mc1	mucronate1
Zm00001d005794	GRMZM2G140156	arid2	ARID-transcription factor 2
Zm00001d005798	GRMZM2G148333	ereb202	AP2-EREBP-transcription factor 202
Zm00001d005813	GRMZM2G005954	zim13	ZIM-transcription factor 13
Zm00001d005818	GRMZM2G130440	aldh20	aldehyde dehydrogenase20
Zm00001d005822	GRMZM2G091588	cyp12	cytochrome P450 12
Zm00001d005831	GRMZM2G061885	pza01735	NA
Zm00001d005841	GRMZM2G414252	bhlh20	bHLH-transcription factor 20
Zm00001d005843	GRMZM2G088242	hsftf2	HSF-transcription factor 2
Zm00001d005858	GRMZM2G134430	TIDP2671	NA
Zm00001d005865	GRMZM2G134866	gbptf8	GeBP-transcription factor 8
Zm00001d005875	GRMZM2G366130	hb59	Homeobox-transcription factor 59
Zm00001d005884	GRMZM2G002075	bzip123	bZIP-transcription factor 123
Zm00001d005888	GRMZM2G002131	hsftf1	HSF-transcription factor 1
Zm00001d005889	GRMZM2G002142	abh5	abscisic acid 8'-hydroxylase5
Zm00001d005890	GRMZM2G138468	amya3	alpha amylase3
Zm00001d005892	GRMZM2G138396	ereb211	AP2-EREBP-transcription factor 211
Zm00001d005897	GRMZM2G123972	umc1108	NA
Zm00001d005898	NA	IDP97	NA
Zm00001d005908	GRMZM6G177089	AI861369	NA
Zm00001d005919	GRMZM2G113257	bhlh169	bHLH-transcription factor 169
Zm00001d005920	GRMZM2G414528	cah4	carbonic anhydrase4
Zm00001d005931	GRMZM2G389379	zhd16	ZF-HD-transcription factor 16
Zm00001d005939	GRMZM2G015666	bhlh33	bHLH-transcription factor 33
Zm00001d005944	GRMZM2G081676	IDP616	NA
Zm00001d005950	GRMZM2G040933	dct1	dicarboxylic acid transporter1
Zm00001d005951	GRMZM2G041127	hb54	Homeobox-transcription factor 54
Zm00001d005958	GRMZM2G048411	mbd117	methyl binding domain117
Zm00001d005959	GRMZM2G048392	emp6	empty pericarp6
Zm00001d005962	GRMZM2G137532	bzip82	bZIP-transcription factor 82
Zm00001d005964	GRMZM2G137541	bhlh151	bHLH-transcription factor 151
Zm00001d005969	GRMZM2G009478	bhlh157	bHLH-transcription factor 157
Zm00001d005970	GRMZM2G009406	dof2	DNA binding with one finger2
Zm00001d005976	GRMZM2G026065	bcd926b	NA
Zm00001d005978	GRMZM2G018070	xer1	xerico1
Zm00001d005993	GRMZM2G022162	ca5p12	CCAAT-HAP5-transcription factor 512
Zm00001d005995	GRMZM2G031837	IDP504	NA
Zm00001d005997	GRMZM2G003992	mlkp3	Maize LINC KASH AtWIP-like3
Zm00001d006001	GRMZM2G052671	wrky71	WRKY-transcription factor 71
Zm00001d006008	GRMZM2G112165	pza03529	NA
Zm00001d006010	GRMZM2G080466	IDP79	NA
Zm00001d006011	GRMZM2G080439	upl1	ubiquitin-protein ligase1
Zm00001d006022	GRMZM2G417597	bhlh6	bHLH-transcription factor 6
Zm00001d006027	GRMZM2G125934	bzip85	bZIP-transcription factor 85
Zm00001d006028	GRMZM2G126018	sbp23	SBP-transcription factor 23
Zm00001d006036	GRMZM2G365374	magi98796	NA
Zm00001d006046	GRMZM2G025095	mbd111	methyl binding domain111
Zm00001d006053	GRMZM2G008374	nactf24	NAC-transcription factor 24
Zm00001d006065	GRMZM2G083504	bhlh121	bHLH-transcription factor 121
Zm00001d006080	GRMZM2G102878	IDP2589	NA
Zm00001d006082	GRMZM2G040911	pin11	PIN-formed protein11
Zm00001d006091	GRMZM2G061734	sbp5	SBP-transcription factor 5
Zm00001d006094	GRMZM2G129034	zmm27	Zea mays MADS27
Zm00001d006106	GRMZM2G179049	nactf35	NAC-transcription factor 35
Zm00001d006107	GRMZM2G097226	pdh3	pyruvate dehydrogenase3
Zm00001d006110	GRMZM2G178182	bhlh23	bHLH-transcription factor 23
Zm00001d006116	GRMZM2G158809	pebp18	phosphatidylethanolamine-binding protein18
Zm00001d006127	GRMZM2G180847	bzip65	bZIP-transcription factor 65
Zm00001d006133	GRMZM5G860226	AY110410	NA
Zm00001d006134	GRMZM5G847287	mybr116	MYB-related-transcription factor 116
Zm00001d006150	GRMZM2G107560	bhlh95	bHLH-transcription factor 95
Zm00001d006152	NA	IDP364	NA
Zm00001d006157	GRMZM2G037910	bzip46	bZIP-transcription factor 46
Zm00001d006165	AC199782.5_FG003	tcptf19	TCP-transcription factor 19
Zm00001d006169	GRMZM2G124037	dbf3	DRE-binding protein3
Zm00001d006170	GRMZM2G124011	ereb65	AP2-EREBP-transcription factor 65
Zm00001d006177	GRMZM2G412911	gcs1	generative cell specific1
Zm00001d006184	GRMZM2G447987	tac1	tiller angle control1
Zm00001d006195	GRMZM2G034113	hb126	Homeobox-transcription factor 126
Zm00001d006198	GRMZM2G422644	bbx6	b-box6
Zm00001d006209	GRMZM2G080295	srs2	SHI/STY (SRS)-transcription factor 2
Zm00001d006212	GRMZM2G367834	prrh1	pseudo-response regulator homolog1
Zm00001d006221	GRMZM2G002807	tpi2	triose phosphate isomerase2
Zm00001d006235	GRMZM2G042604	magi50422	NA
Zm00001d006236	GRMZM2G050305	myb31	MYB31 transcription factor31
Zm00001d006238	GRMZM2G050193	GRMZM2G050193	NA
Zm00001d006256	GRMZM2G409722	IDP456	NA
Zm00001d006257	GRMZM2G108912	pld10	phospholipase D10
Zm00001d006274	GRMZM2G042712	TIDP2961	NA
Zm00001d006293	GRMZM2G048582	nlp17	NLP-transcription factor 17
Zm00001d006296	GRMZM2G117870	TIDP3513	NA
Zm00001d006306	GRMZM2G162284	hmg103	HMG-transcription factor 3
Zm00001d006309	GRMZM6G729818	ugp1	UDP-glucose pyrophosphorylase1
Zm00001d006311	GRMZM5G887647	qpt1	quinolinate phosphoribosyltransferase1
Zm00001d006324	GRMZM2G409213	sdg106	set domain gene106
Zm00001d006329	GRMZM2G153369	pmpm2	proteolipid membrane potential regulator2
Zm00001d006335	NA	TIDP3625	NA
Zm00001d006337	GRMZM6G868472	TIDP3082	NA
Zm00001d006340	GRMZM2G037875	phi251315	NA
Zm00001d006344	GRMZM2G081812	AY109722	NA
Zm00001d006348	GRMZM2G004619	grftf2	GRF-transcription factor 2
Zm00001d006351	GRMZM2G105250	ago18a	argonaute18a
Zm00001d006369	GRMZM2G105869	sdg116	set domain gene116
Zm00001d006372	GRMZM2G097122	adf2	actin depolymerizing factor2
Zm00001d006374	GRMZM5G868679	pap31	purple acid phosphatase31
Zm00001d006375	GRMZM5G890599	trpp13	trehalose-6-phosphate phosphatase13
Zm00001d006382	GRMZM2G173186	msh4	mutatorS homolog4
Zm00001d006387	GRMZM2G410644	hggt2	homogentisate geranylgeranyltransferase3
Zm00001d006408	GRMZM2G171880	nbcs6	nucleobase:cation symporter6
Zm00001d006428	GRMZM2G181158	chr119	chromatin complex subunit A 119
Zm00001d006439	GRMZM2G171628	atp3	ATP synthase3
Zm00001d006446	GRMZM2G180283	sm2	salmon silk2
Zm00001d006451	GRMZM2G113779	sbp13	SBP-transcription factor 13
Zm00001d006453	GRMZM2G498656	laz2	lazarus ortholog2
Zm00001d006461	GRMZM2G179459	umc1560	NA
Zm00001d006463	GRMZM2G064655	dof34	C2C2-Dof-transcription factor 34
Zm00001d006467	GRMZM2G087254	aprl2	adenosine 5'-phosphosulfate reductase-like2
Zm00001d006474	GRMZM2G336871	atg8a	autophagy8a
Zm00001d006476	GRMZM2G171707	aco5	aconitase5
Zm00001d006479	GRMZM2G168706	cdpk3	calcium dependent protein kinase3
Zm00001d006512	GRMZM2G067063	pdi12	protein disulfide isomerase12
Zm00001d006520	GRMZM2G131286	pdrp1	PDK regulatory protein1
Zm00001d006534	GRMZM2G087662	IDP502	NA
Zm00001d006551	GRMZM5G821439	gras49	GRAS-transcription factor 49
Zm00001d006561	GRMZM2G144180	umc1049	NA
Zm00001d006564	GRMZM2G163233	ms32	male sterile32
Zm00001d006565	GRMZM2G163233	vpp10	vacuolar proton pump10
Zm00001d006566	GRMZM2G163297	mmp116	NA
Zm00001d006578	GRMZM2G142932	bhlh80	bHLH-transcription factor 80
Zm00001d006585	GRMZM2G166337	myb141	MYB-transcription factor 141
Zm00001d006611	GRMZM2G418415	GRMZM2G418415	NA
Zm00001d006619	GRMZM2G099622	c3h15	C3H-transcription factor 315
Zm00001d006621	GRMZM2G099425	cdpk32	calcium dependent protein kinase32
Zm00001d006629	GRMZM2G060114	mterf8	mTERF-domain protein8
Zm00001d006644	GRMZM2G089159	mkkk27	MAP kinase kinase kinase27
Zm00001d006651	GRMZM2G099167	tua5	alpha tubulin5
Zm00001d006653	GRMZM2G011236	ereb62	AP2-EREBP-transcription factor 62
Zm00001d006657	GRMZM2G113476	w3	white seedling3
Zm00001d006663	GRMZM2G038519	lhca1	light harvesting complex A1
Zm00001d006668	GRMZM2G337892	mads17	MADS-transcription factor 17
Zm00001d006669	GRMZM2G039538	sbt2	subtilisin2
Zm00001d006673	GRMZM2G121458	mmp84	NA
Zm00001d006677	AC194970.5_FG002	bzr7	BZR-transcription factor 7
Zm00001d006678	AC194970.5_FG001	ggps1	geranylgeranyl pyrophosphate synthase1
Zm00001d006687	GRMZM2G062244	hb107	Homeobox-transcription factor 107
Zm00001d006700	GRMZM2G130773	mterf9	mTERF-domain protein9
Zm00001d006701	GRMZM2G431309	gras75	GRAS-transcription factor 75
Zm00001d006702	GRMZM2G130854	wrky116	WRKY-transcription factor 116
Zm00001d006721	GRMZM2G019060	gras85	GRAS-transcription factor 85
Zm00001d006733	GRMZM2G383841	bhlh147	bHLH-transcription factor 147
Zm00001d006739	GRMZM2G177110	lbd14	LBD-transcription factor 14
Zm00001d006744	GRMZM2G125501	gras73	GRAS-transcription factor 73
Zm00001d006753	GRMZM2G378106	aas2	auxin amido synthetase2
Zm00001d006760	GRMZM2G113696	eif5a	elongation initiation factor5A
Zm00001d006778	GRMZM5G898684	TIDP3447	NA
Zm00001d006780	GRMZM2G457889	hda109	histone deacetylase
Zm00001d006788	GRMZM2G164325	cl44900_1	NA
Zm00001d006789	GRMZM2G464000	AI668346	NA
Zm00001d006790	GRMZM2G017351	gpm863	NA
Zm00001d006791	AC199820.4_FG006	mybr29	MYB-related-transcription factor 29
Zm00001d006797	GRMZM2G042981	IDP363	NA
Zm00001d006798	GRMZM2G102625	chr12	chromatin complex subunit A 12
Zm00001d006813	GRMZM2G180947	cadtfr6	CCAAT-DR1-transcription factor 6
Zm00001d006821	GRMZM2G321404	phi435417	NA
Zm00001d006835	GRMZM2G040349	ca2p4	CCAAT-HAP2-transcription factor4
Zm00001d006848	GRMZM2G401809	mybr5	MYB-related-transcription factor 5
Zm00001d006860	GRMZM2G101769	zim12	ZIM-transcription factor 12
Zm00001d006865	GRMZM2G109120	umc1604	NA
Zm00001d006866	GRMZM2G124335	pco121523	NA
Zm00001d006875	GRMZM2G124963	alt10	alanine aminotransferase10
Zm00001d006885	GRMZM2G056612	bnl6.20	NA
Zm00001d006886	GRMZM2G169087	ami1	amidase1
Zm00001d006906	GRMZM2G077823	TIDP3152	NA
Zm00001d006907	GRMZM2G086805	bnlg1316	NA
Zm00001d006913	GRMZM2G117564	trpp3	trehalose-6-phosphate phosphatase3
Zm00001d006918	GRMZM2G044126	ham101	histone acetyl transferase MYST family 101
Zm00001d006922	GRMZM2G064630	myb7	MYB-transcription factor 7
Zm00001d006930	GRMZM2G075744	TIDP3543	NA
Zm00001d006945	GRMZM2G075122	gbptf6	GeBP-transcription factor 6
Zm00001d007032	GRMZM2G035356	mmp137	NA
Zm00001d007033	GRMZM2G125460	ereb210	AP2-EREBP-transcription factor 210
Zm00001d007038	GRMZM2G008623	AY109645	NA
Zm00001d007042	GRMZM2G060109	bzip91	bZIP-transcription factor 91
Zm00001d007067	GRMZM2G172138	IDP785	NA
Zm00001d007068	GRMZM2G172210	mab16	math-btb16
Zm00001d007073	GRMZM2G327595	umc2085	NA
Zm00001d007075	GRMZM2G035985	npi113b	NA
Zm00001d007076	GRMZM2G459363	umc1633	NA
Zm00001d007096	GRMZM2G327635	IDP1674	NA
Zm00001d007100	GRMZM2G030148	smk1	small kernel1
Zm00001d007105	GRMZM2G131554	mmp34	NA
Zm00001d007107	GRMZM5G813532	bbx7	b-box7
Zm00001d007116	NA	nbcs7	nucleobase:cation symporter7
Zm00001d007119	GRMZM2G458437	ereb183	AP2-EREBP-transcription factor 183
Zm00001d007141	NA	tacs1	terminal acidic SANT 1
Zm00001d007152	GRMZM2G010551	IDP176	NA
Zm00001d007154	GRMZM2G010991	IDP469	NA
Zm00001d007168	GRMZM2G359116	ofp12	OVATE-transcription factor 12
Zm00001d007173	GRMZM2G172621	abi39	ABI3-VP1-transcription factor 39
Zm00001d007175	GRMZM2G172485	TIDP3280	NA
Zm00001d007187	GRMZM2G003409	mmc0381	NA
Zm00001d007188	GRMZM2G003558	eil2	EIL-transcription factor 2
Zm00001d007191	GRMZM2G176327	myb110	MYB-transcription factor 110
Zm00001d007193	GRMZM2G097568	IDP117	NA
Zm00001d007194	GRMZM2G395244	TIDP2761	NA
Zm00001d007199	GRMZM2G101409	vq16	VQ motif-transcription factor16
Zm00001d007209	AC212451.4_FG009	pme21	pectin methylesterase21
Zm00001d007211	GRMZM2G442593	pme23	pectin methylesterase23
Zm00001d007234	GRMZM2G140667	apx2	ascorbate peroxidase2
Zm00001d007236	GRMZM2G399598	ereb43	AP2-EREBP-transcription factor 43
